"","y.pred.test.svm.prob",""
"160",0.156143817390859,1
"161",0.146791487628596,1
"162",0.239547543508217,1
"163",0.147504954419883,2
"164",0.102367010874735,1
"165",0.112907134618317,1
"166",0.118005776642676,1
"167",0.184714703640649,1
"168",0.184714703640649,1
"169",0.133227176395266,1
"170",0.217425856312918,2
"171",0.2813080489132,1
"172",0.12376342818098,1
"173",0.132904516305535,1
"174",0.134373039003843,1
"175",0.147266213156584,1
"176",0.172922289685557,1
"177",0.136782801876187,1
"178",0.213679823694988,2
"179",0.128392000800896,1
"180",0.126151065862173,1
"181",0.118852348275533,1
"182",0.406880558165422,1
"183",0.106336532573375,1
"184",0.108384265797822,1
"185",0.714774599087544,2
"186",0.529179358399665,1
"187",0.806982037905174,2
"188",0.682961405352828,1
"189",0.113468493491882,2
"190",0.169102736173607,1
"191",0.118502538268636,1
"192",0.543086714356314,2
"193",0.682961405352828,2
"194",0.535297056224409,2
"195",0.186027876567972,2
"196",0.118149192080663,1
"197",0.806982037905174,2
"198",0.106204090732317,1
"199",0.228026032027257,1
"200",0.682961405352828,1
"201",0.155007970978357,1
"202",0.118535104880933,1
"203",0.128392000800896,1
"204",0.264026600265537,1
"205",0.177545720294429,1
"206",0.58282249601877,2
"207",0.137019534423145,1
"208",0.0934430816479865,2
"209",0.194334206748184,1
"210",0.195174685219503,1
"211",0.159403408297388,1
"212",0.137019534423145,1
"213",0.111209602314423,1
"214",0.682961405352828,1
"215",0.129537847213069,1
"216",0.159736873918008,2
"217",0.0960935240536156,1
"218",0.160128287610933,1
"219",0.382400533859031,1
"220",0.101768527343252,1
"221",0.213679823694988,2
"222",0.122437755250448,2
"223",0.806982037905174,1
"224",0.118502538268636,1
"225",0.714774599087544,1
"226",0.141938016885555,1
"227",0.195797831430893,1
"228",0.158527900611596,1
"229",0.138006509331806,2
"230",0.391792468126315,2
"231",0.460390606670177,2
"232",0.158373179862438,1
"233",0.33292666863623,2
"234",0.284774624186031,1
"235",0.137019534423145,1
"236",0.132823147587348,1
"237",0.129577359170043,1
"238",0.136782801876187,1
"239",0.406880558165422,2
"240",0.134500101242894,1
"241",0.118014778903576,1
"242",0.123974331801788,1
"243",0.572895218982755,2
"244",0.748130563321635,2
"245",0.217425856312918,2
"246",0.806982037905174,2
"247",0.0983492250648028,1
"248",0.179561064730554,1
"249",0.281118524791243,1
"250",0.33292666863623,2
"251",0.156296503346319,1
"252",0.123035829716044,1
"253",0.249194479046732,2
"254",0.155956518932557,1
"255",0.360855214632198,1
"256",0.125751611447695,1
"257",0.222807928725709,1
"258",0.0957254219666206,1
"259",0.192613353176548,1
"260",0.132904516305535,1
"261",0.682961405352828,2
"262",0.134816962817136,1
"263",0.169070161165344,2
"264",0.168995879548557,1
"265",0.169114361040886,1
"266",0.578676990422119,2
"267",0.129006958288938,1
"268",0.285646083907345,1
"269",0.134879496654542,1
"270",0.145657370968545,1
"271",0.748130563321635,2
"272",0.357415185193571,1
"273",0.168982524587379,1
"274",0.242559345096015,1
"275",0.806982037905174,1
"276",0.134500101242894,1
"277",0.496025965162038,2
"278",0.135042911920739,1
"279",0.108384265797822,1
"280",0.130276575532504,1
"281",0.754082416256634,2
"282",0.113999183084782,2
"283",0.159692875573194,1
"284",0.183535048090377,2
"285",0.217425856312918,1
"286",0.127208920132429,1
"287",0.549128455924427,2
"288",0.134816962817136,1
"289",0.172235288512427,2
"290",0.806982037905174,1
"291",0.134680749039646,1
"292",0.754082416256634,2
"293",0.145893038995663,1
"294",0.147773969945867,1
"295",0.137122764997152,1
"296",0.146899920251081,1
"297",0.207181034923128,2
"298",0.146233622070499,1
"299",0.195862519020308,1
"300",0.806982037905174,2
"301",0.150119687301681,1
"302",0.157527947608504,1
"303",0.682961405352828,1
"304",0.124483050846992,1
"305",0.806982037905174,1
"306",0.626456414941422,1
"307",0.806982037905174,1
"308",0.120268118442625,1
"309",0.535297056224409,2
"310",0.146791487628596,1
"311",0.281118524791243,2
"312",0.122581227549212,1
"313",0.111471160261783,1
"314",0.271129000361994,1
"315",0.169114361040886,1
"316",0.129537847213069,1
"317",0.132891757744051,1
"318",0.169114361040886,1
"319",0.184398351375452,1
"320",0.186936692808976,1
"321",0.120208821679737,1
"322",0.194334206748184,1
"323",0.754082416256634,1
"324",0.157530920371193,1
"325",0.101062146390952,1
"326",0.240098812952554,1
"327",0.146899920251081,1
"328",0.210836002662881,1
"329",0.162991437649176,1
"330",0.304048384741182,2
"331",0.748130563321635,2
"332",0.132882817450904,1
"333",0.169134035076458,2
"334",0.131503797188081,1
"335",0.129667791103989,1
"336",0.169070161165344,1
"337",0.460390606670177,1
"338",0.127374206103338,1
"339",0.163829285495081,1
"340",0.134977442165272,1
"341",0.394547963101823,2
"342",0.16062610985784,1
"343",0.135480147163368,1
"344",0.110696490206867,1
"345",0.166586813992143,1
"346",0.626456414941422,2
"347",0.0992171071727899,1
"348",0.217425856312918,2
"349",0.138799444704887,1
"350",0.169083227336076,1
"351",0.122217084470905,1
"352",0.181214119534587,1
"353",0.357503425313215,2
"354",0.153967181401339,1
"355",0.19702719974306,1
"356",0.133031562670921,1
"357",0.0983492250648028,2
"358",0.51238222743689,2
"359",0.110116542211972,1
"360",0.281118524791243,1
"361",0.166399841409196,1
"362",0.132891757744051,1
"363",0.141079772854462,1
"364",0.34289447280648,2
"365",0.153426141460062,1
"366",0.15606510189941,1
"367",0.133981993764633,1
"368",0.28389218752671,2
"369",0.105986609275161,1
"370",0.216902299368038,1
"371",0.195174685219503,1
"372",0.124808677143921,1
"373",0.281118524791243,1
"374",0.285646083907345,1
"375",0.169114361040886,1
"376",0.131779182346788,1
"377",0.415618816245703,2
"378",0.156394416203044,1
"379",0.16902036887593,2
"380",0.806982037905174,2
"381",0.141388375805905,1
"382",0.111516033096885,1
"383",0.281118524791243,1
"384",0.578676990422119,2
"385",0.131462358243497,1
"386",0.13688411225424,1
"387",0.188082516440561,1
"388",0.109831783985956,1
"389",0.168995879548557,1
"390",0.252325309767903,1
"391",0.150691626686921,1
"392",0.104687056990349,1
"393",0.626456414941422,2
"394",0.806982037905174,2
"395",0.11442941021204,1
"396",0.572895218982755,1
"397",0.13435531139447,1
"398",0.360855214632198,1
"399",0.129537847213069,1
"400",0.806982037905174,2
"401",0.336948723619502,1
"402",0.107947018156339,2
"403",0.168995650514672,2
"404",0.135042911920739,1
"405",0.133227176395266,1
"406",0.271129000361994,1
"407",0.754082416256634,1
"408",0.535297056224409,1
"409",0.186027876567972,1
"410",0.190008835280626,2
"411",0.158373179862438,1
"412",0.118149192080663,1
"413",0.118502538268636,1
"414",0.118242638050977,1
"415",0.123358026643984,1
"416",0.146600451156166,1
"417",0.148017791982992,1
"418",0.334001370514743,1
"419",0.139512875106136,1
"420",0.277470276307954,1
"421",0.136782801876187,1
"422",0.186027876567972,1
"423",0.119258753382879,1
"424",0.152602996558855,1
"425",0.171905953454283,1
"426",0.209516888516821,2
"427",0.156640812506564,1
"428",0.138799444704887,1
"429",0.535297056224409,2
"430",0.105090069466501,1
"431",0.131462358243497,1
"432",0.549128455924427,2
"433",0.16902036887593,1
"434",0.213679823694988,1
"435",0.163525062071397,1
"436",0.572895218982755,1
"437",0.166002344734891,1
"438",0.190008835280626,2
"439",0.608681724124107,2
"440",0.169070161165344,2
"441",0.754082416256634,2
"442",0.114413423668146,1
"443",0.307020385211807,2
"444",0.626456414941422,2
"445",0.246648091615766,2
"446",0.281118524791243,1
"447",0.158079667374894,1
"448",0.162991437649176,1
"449",0.122549875772476,1
"450",0.438861795984266,1
"451",0.682961405352828,1
"452",0.112907134618317,1
"453",0.143744777216289,1
"454",0.105943143996215,1
"455",0.806982037905174,2
"456",0.13687094289884,1
"457",0.360855214632198,2
"458",0.626456414941422,2
"459",0.112907134618317,1
"460",0.626456414941422,2
"461",0.132252759482306,1
"462",0.159478779905021,1
"463",0.578676990422119,1
"464",0.133184714297256,1
"465",0.626456414941422,1
"466",0.118539242025206,1
"467",0.754082416256634,2
"468",0.184398351375452,1
"469",0.133227176395266,1
"470",0.13091721361129,1
"471",0.217425856312918,2
"472",0.103867454535685,1
"473",0.281118524791243,1
"474",0.195168444483418,2
"475",0.133622568041067,1
"476",0.171905953454283,1
"477",0.102540078563165,1
"478",0.138799444704887,1
"479",0.186027876567972,1
"480",0.118502538268636,1
"481",0.158373179862438,1
"482",0.213679823694988,1
"483",0.138078878735076,1
"484",0.806982037905174,2
"485",0.543086714356314,2
"486",0.127476931206641,1
"487",0.485749721348725,2
"488",0.122549875772476,1
"489",0.140926579768914,1
"490",0.140926579768914,1
"491",0.114452053412783,1
"492",0.169114361040886,1
"493",0.169070161165344,1
"494",0.125878269355492,1
"495",0.106762741866384,1
"496",0.162984777341262,1
"497",0.131783024968725,1
"498",0.209516888516821,1
"499",0.806982037905174,2
"500",0.151187158312995,1
"501",0.0884493303421008,1
"502",0.806982037905174,2
"503",0.281118524791243,2
"504",0.51238222743689,2
"505",0.682961405352828,2
"506",0.101692868752838,1
"507",0.134977442165272,1
"508",0.116253583815075,1
"509",0.535297056224409,2
"510",0.252325309767903,1
"511",0.213679823694988,1
"512",0.153709397861826,1
"513",0.0924414950729679,1
"514",0.185569521862418,2
"515",0.806982037905174,2
"516",0.240098812952554,2
"517",0.184398351375452,1
"518",0.682961405352828,1
"519",0.181797360829637,1
"520",0.453152661811624,2
"521",0.163829285495081,2
"522",0.680856524971064,1
"523",0.806982037905174,2
"524",0.142482143275178,1
"525",0.156861316870958,1
"526",0.157239712254756,1
"527",0.120640474495091,1
"528",0.578676990422119,2
"529",0.169134035076458,1
"530",0.169114361040886,1
"531",0.112907134618317,1
"532",0.626456414941422,2
"533",0.285646083907345,1
"534",0.13688411225424,1
"535",0.136782801876187,1
"536",0.304048384741182,1
"537",0.118539242025206,1
"538",0.304048384741182,1
"539",0.217425856312918,1
"540",0.138489987145658,1
"541",0.239304695258194,1
"542",0.549128455924427,1
"543",0.135356102195287,1
"544",0.118502538268636,1
"545",0.536653049873784,2
"546",0.112469742714737,1
"547",0.618935615867872,2
"548",0.115480768939223,1
"549",0.460390606670177,2
"550",0.118539242025206,1
"551",0.338557385436285,1
"552",0.806982037905174,2
"553",0.169070161165344,1
"554",0.128388593995448,1
"555",0.111516033096885,1
"556",0.221800669859233,1
"557",0.120418530808249,2
"558",0.184714703640649,1
"559",0.343965222006304,1
"560",0.132904516305535,1
"561",0.460390606670177,1
"562",0.195862519020308,1
"563",0.153311604379287,1
"564",0.157843729263255,2
"565",0.485749721348725,1
"566",0.128927688451472,1
"567",0.281118524791243,2
"568",0.127374206103338,1
"569",0.210836002662881,2
"570",0.256330700693254,2
"571",0.626456414941422,2
"572",0.124357801705607,1
"573",0.131748866503465,1
"574",0.169083227336076,1
"575",0.124483050846992,1
"576",0.118539242025206,1
"577",0.159403408297388,2
"578",0.120651954196906,2
"579",0.181214119534587,1
"580",0.156436314042302,1
"581",0.184398351375452,1
"582",0.169070161165344,1
"583",0.0980015268848056,1
"584",0.163705045460934,1
"585",0.169070161165344,2
"586",0.194334206748184,2
"587",0.186027876567972,1
"588",0.115480768939223,1
"589",0.122334601517939,1
"590",0.134879496654542,1
"591",0.549128455924427,1
"592",0.16902036887593,2
"593",0.165006232059382,1
"594",0.281118524791243,2
"595",0.184917355718891,1
"596",0.186027876567972,1
"597",0.40185501065082,1
"598",0.217425856312918,2
"599",0.142074027453404,1
"600",0.156861316870958,1
"601",0.714774599087544,1
"602",0.133031562670921,1
"603",0.127374206103338,1
"604",0.113150826999352,1
"605",0.184398351375452,1
"606",0.127411117698294,1
"607",0.168985452995995,2
"608",0.281118524791243,1
"609",0.131503797188081,1
"610",0.138549280264846,1
"611",0.806982037905174,2
"612",0.169102736173607,1
"613",0.806982037905174,1
"614",0.188090326779194,1
"615",0.11855013063728,1
"616",0.754082416256634,2
"617",0.134373039003843,1
"618",0.132893056783216,1
"619",0.806982037905174,1
"620",0.446946831861556,1
"621",0.116923553633104,1
"622",0.535297056224409,2
"623",0.806982037905174,2
"624",0.15043070080427,1
"625",0.129011794928906,1
"626",0.460390606670177,1
"627",0.119749084663038,1
"628",0.240098812952554,1
"629",0.193895027312562,2
"630",0.121216236260762,1
"631",0.159478779905021,1
"632",0.578676990422119,2
"633",0.146783746401571,2
"634",0.114135407594036,1
"635",0.128050053571102,1
"636",0.142373177578369,1
"637",0.141126329593262,1
"638",0.115270506964567,1
"639",0.682961405352828,2
"640",0.146992940544138,1
"641",0.134680749039646,1
"642",0.12376342818098,1
"643",0.142124431743966,1
"644",0.10824626401572,1
"645",0.117471025828889,1
"646",0.273438719007915,1
"647",0.210836002662881,1
"648",0.118965365853718,1
"649",0.139672552616318,1
"650",0.146625673926868,1
"651",0.164530821725611,1
"652",0.357415185193571,1
"653",0.806982037905174,2
"654",0.119456148395695,1
"655",0.169070161165344,1
"656",0.202880989597554,1
"657",0.159692875573194,1
"658",0.134540070800234,1
"659",0.806982037905174,2
"660",0.108002825966785,1
"661",0.120418530808249,1
"662",0.1167305501065,1
"663",0.117471025828889,1
"664",0.153963991177756,1
"665",0.095435628710414,1
"666",0.169114361040886,1
"667",0.146180490980305,1
"668",0.714774599087544,2
"669",0.304048384741182,1
"670",0.135480147163368,1
"671",0.149943649720484,1
"672",0.503692386805349,2
"673",0.121550620798256,1
"674",0.120612535723767,1
"675",0.195168444483418,1
"676",0.391792468126315,1
"677",0.806982037905174,2
"678",0.105354460544457,2
"679",0.217425856312918,2
"680",0.146899920251081,1
"681",0.110286680354211,1
"682",0.155956518932557,1
"683",0.806982037905174,2
"684",0.119456148395695,1
"685",0.281118524791243,2
"686",0.137122764997152,1
"687",0.133031562670921,1
"688",0.19371784928363,1
"689",0.198189994270317,1
"690",0.806982037905174,2
"691",0.166277582010084,1
"692",0.415618816245703,2
"693",0.806982037905174,2
"694",0.122437755250448,1
"695",0.141559945389248,1
"696",0.127620569871342,1
"697",0.626456414941422,1
"698",0.143503690385119,1
"699",0.1155231008509,1
"700",0.153967181401339,1
"701",0.0991664618735134,1
"702",0.147773969945867,1
"703",0.51238222743689,2
"704",0.184714703640649,1
"705",0.225131235877449,1
"706",0.714774599087544,1
"707",0.147798268813703,1
"708",0.118539242025206,1
"709",0.14606010007288,1
"710",0.748130563321635,2
"711",0.172235288512427,1
"712",0.113547051143509,1
"713",0.172235288512427,2
"714",0.135491359454314,1
"715",0.123079286343125,1
"716",0.158559851127482,1
"717",0.578676990422119,2
"718",0.11442453834604,2
"719",0.141342303567481,1
"720",0.233347225904094,2
"721",0.186027876567972,2
"722",0.168995879548557,2
"723",0.806982037905174,2
"724",0.135883711035647,1
"725",0.147973799663338,1
"726",0.122549875772476,1
"727",0.123275628380605,1
"728",0.13492945135897,1
"729",0.184398351375452,1
"730",0.682961405352828,2
"731",0.108731685939128,1
"732",0.131462358243497,1
"733",0.134805656376514,1
"734",0.394547963101823,1
"735",0.138799444704887,1
"736",0.120348266235948,1
"737",0.169114361040886,1
"738",0.33292666863623,2
"739",0.806982037905174,1
"740",0.131058238181917,1
"741",0.103867454535685,1
"742",0.159774523859676,1
"743",0.108670476762884,1
"744",0.102758530801865,1
"745",0.394547963101823,2
"746",0.169114361040886,1
"747",0.146992940544138,1
"748",0.188090326779194,2
"749",0.131383700553974,1
"750",0.186027876567972,1
"751",0.217425856312918,1
"752",0.124467217829202,1
"753",0.124483050846992,1
"754",0.806982037905174,2
"755",0.137784569292325,1
"756",0.127208920132429,1
"757",0.281118524791243,2
"758",0.682961405352828,2
"759",0.138990363693465,1
"760",0.450874734569743,1
"761",0.169114361040886,1
"762",0.128392000800896,1
"763",0.108907157940142,1
"764",0.107192547016225,1
"765",0.186027876567972,1
"766",0.116252969145494,1
"767",0.118539242025206,1
"768",0.211109530281666,1
"769",0.175691269420799,1
"770",0.12982355258593,2
"771",0.146992940544138,1
"772",0.13050825598094,1
"773",0.104241464551909,1
"774",0.122679222090432,1
"775",0.394547963101823,1
"776",0.281118524791243,2
"777",0.11724755133267,1
"778",0.806982037905174,2
"779",0.133031562670921,1
"780",0.169134035076458,1
"781",0.122752816041297,1
"782",0.608681724124107,1
"783",0.806982037905174,2
"784",0.148017791982992,1
"785",0.158912497143722,1
"786",0.164199679100358,2
"787",0.130259651176333,1
"788",0.184398351375452,1
"789",0.127620569871342,1
"790",0.168995650514672,1
"791",0.134458463463366,1
"792",0.127732496608806,1
"793",0.671641130136053,1
"794",0.249194479046732,2
"795",0.111579883582448,1
"796",0.122437755250448,1
"797",0.123809812459628,1
"798",0.145972937236377,1
"799",0.133227176395266,1
"800",0.618935615867872,2
"801",0.122334601517939,1
"802",0.281118524791243,1
"803",0.271129000361994,1
"804",0.132891757744051,1
"805",0.682961405352828,2
"806",0.122966871718813,2
"807",0.415618816245703,1
"808",0.164234352357331,1
"809",0.539675244637229,2
"810",0.169145535517947,1
"811",0.168995879548557,1
"812",0.131462358243497,1
"813",0.142991336199338,2
"814",0.754082416256634,1
"815",0.168978959586734,1
"816",0.163829285495081,1
"817",0.555932621483796,1
"818",0.098436577907945,1
"819",0.122581227549212,1
"820",0.460674759983445,1
"821",0.138489987145658,1
"822",0.671688534929552,1
"823",0.179536678801454,2
"824",0.134816962817136,1
"825",0.134500101242894,1
"826",0.140926579768914,2
"827",0.438861795984266,2
"828",0.806982037905174,2
"829",0.42192223338757,1
"830",0.12733568253049,1
"831",0.113929818780611,1
"832",0.176773158309871,1
"833",0.118539242025206,1
"834",0.394547963101823,1
"835",0.147949867483881,1
"836",0.176773158309871,1
"837",0.415618816245703,1
"838",0.249194479046732,1
"839",0.153328041799235,1
"840",0.281118524791243,1
"841",0.169114361040886,1
"842",0.147973799663338,1
"843",0.135491359454314,1
"844",0.33292666863623,2
"845",0.111471160261783,1
"846",0.103867454535685,1
"847",0.682961405352828,2
"848",0.58282249601877,2
"849",0.371358111660754,2
"850",0.122437755250448,1
"851",0.153328041799235,1
"852",0.146844064061594,1
"853",0.256330700693254,1
"854",0.313470229304545,1
"855",0.128983720894806,1
"856",0.217425856312918,2
"857",0.213679823694988,1
"858",0.806982037905174,2
"859",0.132891757744051,1
"860",0.1644734783876,1
"861",0.122976489808794,1
"862",0.115480768939223,1
"863",0.128050053571102,1
"864",0.115296897968923,1
"865",0.281118524791243,2
"866",0.558309609197441,1
"867",0.137956897964329,1
"868",0.233347225904094,2
"869",0.618935615867872,2
"870",0.129470406488369,1
"871",0.682961405352828,2
"872",0.134816962817136,1
"873",0.806982037905174,1
"874",0.166884149626633,1
"875",0.394547963101823,2
"876",0.626456414941422,2
"877",0.535297056224409,2
"878",0.0983492250648028,1
"879",0.181523823122724,1
"880",0.11724755133267,1
"881",0.806982037905174,2
"882",0.578676990422119,1
"883",0.184917355718891,1
"884",0.116574430186231,2
"885",0.281118524791243,2
"886",0.152993456541052,1
"887",0.113206079634664,1
"888",0.12923126960729,1
"889",0.128635525713769,1
"890",0.748130563321635,2
"891",0.578676990422119,2
"892",0.806982037905174,2
"893",0.123035829716044,1
"894",0.304048384741182,2
"895",0.25702634114789,2
"896",0.168978959586734,2
"897",0.281118524791243,2
"898",0.277470276307954,1
"899",0.114135407594036,1
"900",0.114413423668146,1
"901",0.168982524587379,1
"902",0.438192762127767,2
"903",0.535297056224409,2
"904",0.112907134618317,1
"905",0.102573645935522,1
"906",0.123060734714109,1
"907",0.118539242025206,1
"908",0.181523823122724,1
"909",0.147465762923461,2
"910",0.176773158309871,1
"911",0.806982037905174,2
"912",0.154886615642369,1
"913",0.128381449727968,1
"914",0.169070161165344,2
"915",0.169102736173607,2
"916",0.12255691759444,1
"917",0.405565735751698,1
"918",0.494441327121152,1
"919",0.158459841376238,1
"920",0.142331425108417,1
"921",0.127643951575268,1
"922",0.143214749300669,1
"923",0.154735691590421,1
"924",0.288479385042297,1
"925",0.806982037905174,2
"926",0.132510894564085,1
"927",0.682961405352828,1
"928",0.127731664843338,1
"929",0.143797748691205,1
"930",0.682961405352828,2
"931",0.529179358399665,2
"932",0.116923553633104,1
"933",0.145657370968545,1
"934",0.122217084470905,1
"935",0.127208920132429,1
"936",0.190647035274618,1
"937",0.208015031634455,1
"938",0.184917355718891,1
"939",0.748130563321635,2
"940",0.502578308778174,2
"941",0.217425856312918,1
"942",0.119258753382879,1
"943",0.111500434771405,1
"944",0.562600366743638,1
"945",0.169070161165344,2
"946",0.210836002662881,1
"947",0.169114361040886,2
"948",0.714774599087544,1
"949",0.249194479046732,1
"950",0.806982037905174,2
"951",0.394547963101823,2
"952",0.14069468992505,1
"953",0.626456414941422,1
"954",0.11442453834604,2
"955",0.179536678801454,1
"956",0.162252800793051,1
"957",0.549128455924427,2
"958",0.184398351375452,2
"959",0.682961405352828,2
"960",0.124357801705607,1
"961",0.120348266235948,1
"962",0.217425856312918,2
"963",0.169114361040886,1
"964",0.259104341133044,1
"965",0.209516888516821,1
"966",0.188082516440561,1
"967",0.146992940544138,1
"968",0.15960938772248,1
"969",0.118935658988754,1
"970",0.281118524791243,2
"971",0.549128455924427,1
"972",0.485749721348725,1
"973",0.806982037905174,2
"974",0.137466383199034,2
"975",0.626456414941422,1
"976",0.217425856312918,1
"977",0.114135407594036,1
"978",0.460390606670177,1
"979",0.145657370968545,1
"980",0.184398351375452,2
"981",0.113468493491882,1
"982",0.143797748691205,1
"983",0.0980015268848056,1
"984",0.608681724124107,2
"985",0.109160341872155,1
"986",0.51238222743689,2
"987",0.118965365853718,1
"988",0.114135407594036,1
"989",0.240098812952554,1
"990",0.160128287610933,1
"991",0.118539242025206,1
"992",0.142074027453404,1
"993",0.233347225904094,1
"994",0.204952921986867,1
"995",0.142331425108417,1
"996",0.112469742714737,1
"997",0.109702564475806,1
"998",0.142378217341529,1
"999",0.10824626401572,1
"1000",0.118502538268636,1
"1001",0.137246932995579,1
"1002",0.102758530801865,1
"1003",0.162864814567219,2
"1004",0.168982524587379,1
"1005",0.147106694926967,1
"1006",0.754082416256634,2
"1007",0.139859564541371,1
"1008",0.169114361040886,1
"1009",0.100506725510109,1
"1010",0.143596130141958,1
"1011",0.128392000800896,1
"1012",0.754082416256634,1
"1013",0.127476931206641,1
"1014",0.217425856312918,1
"1015",0.806982037905174,2
"1016",0.249194479046732,2
"1017",0.11442453834604,1
"1018",0.156205926844745,1
"1019",0.143214749300669,1
"1020",0.460674759983445,1
"1021",0.714774599087544,1
"1022",0.169145535517947,1
"1023",0.127374206103338,1
"1024",0.127374206103338,1
"1025",0.124249768446676,1
"1026",0.160128287610933,1
"1027",0.203470841322386,1
"1028",0.806982037905174,1
"1029",0.186027876567972,1
"1030",0.154735691590421,1
"1031",0.17543271511821,1
"1032",0.0949939306308415,1
"1033",0.154408055782518,1
"1034",0.626456414941422,2
"1035",0.13148921915937,1
"1036",0.382400533859031,1
"1037",0.179536678801454,1
"1038",0.748130563321635,1
"1039",0.124759825083413,1
"1040",0.117504597904317,1
"1041",0.626456414941422,2
"1042",0.118014778903576,1
"1043",0.169070161165344,2
"1044",0.158586068314711,1
"1045",0.460390606670177,2
"1046",0.502578308778174,1
"1047",0.431724096231844,2
"1048",0.14606010007288,1
"1049",0.122549875772476,1
"1050",0.415618816245703,1
"1051",0.122684565034089,1
"1052",0.202880989597554,2
"1053",0.137122764997152,1
"1054",0.147973799663338,1
"1055",0.169070161165344,1
"1056",0.114452053412783,1
"1057",0.139672552616318,1
"1058",0.104497380868176,1
"1059",0.217425856312918,1
"1060",0.127374206103338,1
"1061",0.394547963101823,2
"1062",0.535297056224409,1
"1063",0.153311604379287,1
"1064",0.109238384001804,1
"1065",0.114135407594036,1
"1066",0.131888579923849,1
"1067",0.806982037905174,1
